STATE,COMPANY,CITY,NUMBER_OF_WORKERS,WARN_RECEIVED_DATE,EFFECTIVE_DATE,CLOSURE_LAYOFF,LAYOFFDURATION,REGION,COUNTY,INDUSTRY
Washington,Virginia Mason Franciscan Health Virtual Health Services,Tacoma,116,2025-06-05 00:00:00,2025-07-28 00:00:00,closure,permanent,Northern,Tacoma County,Healthcare
Florida,"Lewis Tree Service, Inc.",Miami,110,2025-06-05 00:00:00,2025-07-20 00:00:00,layoff,permanent,Northern,Miami County,Admin & Support Services
Ohio,"Insights Training Group, LLC",Cincinnati,103,2025-06-05 00:00:00,2025-06-05 00:00:00,layoff,permanent,Northern,Hamilton,Professional Services
Florida,"Lewis Tree Service, Inc.",Miami,73,2025-06-05 00:00:00,2025-07-20 00:00:00,layoff,permanent,Northern,Miami County,Admin & Support Services
Florida,"Lewis Tree Service, Inc.",Miami,62,2025-06-05 00:00:00,2025-07-20 00:00:00,layoff,permanent,Northern,Miami County,Admin & Support Services
Wisconsin,BRP US Inc.,Sturtevant,61,2025-06-05 00:00:00,2025-06-05 00:00:00,other,temporary,Southeast,Racine,Manufacturing
Maryland,Maryland Coalition of Families,Columbia,35,2025-06-05 00:00:00,2025-06-30 00:00:00,layoff,temporary,Howard,Columbia County,Healthcare & Social Assistance
Kentucky,Civil LLC - Harlan Truck Shop,Louisville,20,2025-06-05 00:00:00,2025-08-02 00:00:00,closure,temporary,Harlan,Harlan,Other Services
Kentucky,Civil LLC - Jenkins Mechanic Shop,Louisville,8,2025-06-05 00:00:00,2025-08-02 00:00:00,closure,temporary,Pike,Pike,Other Services
Kentucky,Civil LLC - Pikeville Engineer Office,Louisville,4,2025-06-05 00:00:00,2025-08-02 00:00:00,closure,temporary,Pike,Pike,Professional Services
Florida,"Lewis Tree Service, Inc.",Gardens,2,2025-06-05 00:00:00,2025-07-20 00:00:00,layoff,permanent,Northern,Gardens County,Admin & Support Services
California,Management & Training Corporation  - Los Angeles Job Corps,S Olive,226,2025-06-04 00:00:00,2025-06-06 00:00:00,closure,temporary,Northern,Los Angeles County,Manufacturing
California,Management & Training Corporation  - Los Angeles Job Corps,S Olive,226,2025-06-04 00:00:00,2025-06-06 00:00:00,closure,temporary,Northern,Los Angeles County,Healthcare & Social Assistance
California,"Swat Fame, Inc.",Gale,201,2025-06-04 00:00:00,2025-08-06 00:00:00,closure,temporary,Northern,Los Angeles County,Manufacturing
California,"Swat Fame, Inc.",Gale,201,2025-06-04 00:00:00,2025-08-06 00:00:00,closure,temporary,Northern,Los Angeles County,Manufacturing
California,Management & Training Corporation - San Diego Job Corps,Iris,199,2025-06-04 00:00:00,2025-06-06 00:00:00,closure,temporary,Northern,San Diego County,Healthcare & Social Assistance
California,Management & Training Corporation - San Diego Job Corps,Iris,199,2025-06-04 00:00:00,2025-06-06 00:00:00,closure,temporary,Northern,San Diego County,Healthcare & Social Assistance
Oregon,"Management and Training Corporation, Tongue Point Job Corps Center",Astoria,168,2025-06-04 00:00:00,2025-06-30 00:00:00,layoff,temporary,Northern,Astoria County,Professional Services
California,Harpoon Henry's Seafood Restaurant,Dana Point,159,2025-06-04 00:00:00,2025-08-10 00:00:00,layoff,temporary,Northern,Orange County,Accommodation & Food Services
California,Harpoon Henry's Seafood Restaurant,Dana Point,159,2025-06-04 00:00:00,2025-08-10 00:00:00,layoff,temporary,Northern,Orange County,Accommodation & Food Services
West Virginia,"Civil, LLC - CV2 Facility",Kincaid,155,2025-06-04 00:00:00,2025-06-04 00:00:00,layoff,permanent,Northern,Kincaid County,Professional Services
California,Inland Empire Job Corps Center,Kerry,134,2025-06-04 00:00:00,2025-06-02 00:00:00,closure,temporary,Northern,San Bernardino County,Healthcare & Social Assistance
California,Inland Empire Job Corps Center,Kerry,134,2025-06-04 00:00:00,2025-06-02 00:00:00,closure,temporary,Northern,San Bernardino County,Healthcare & Social Assistance
Ohio,Insight Behavioral Consulting,Bera,92,2025-06-04 00:00:00,2025-06-04 00:00:00,layoff,temporary,Northern,Cuyahoga,Professional Services
Illinois,Strategix Management dba Joliet Job Corps Center,Joliet,91,2025-06-04 00:00:00,2025-06-04 00:00:00,closure,permanent,Northeast 4,Will,Education
California,Mission Linen Supply,Alton,82,2025-06-04 00:00:00,2025-08-02 00:00:00,layoff,temporary,Northern,San Bernardino County,Other Services
California,Mission Linen Supply,Alton,82,2025-06-04 00:00:00,2025-08-02 00:00:00,layoff,temporary,Northern,San Bernardino County,Other Services
West Virginia,"Civil, LLC - Delbarton Prep Plant",Delbarton,44,2025-06-04 00:00:00,2025-06-04 00:00:00,layoff,permanent,Northern,Delbarton County,Professional Services
West Virginia,"Civil, LLC - Eagle Energy",Kimberly,33,2025-06-04 00:00:00,2025-06-04 00:00:00,layoff,permanent,Northern,Kimberly County,Professional Services
West Virginia,"Civil, LLC - CV2 Prep Plant",Kincaid,20,2025-06-04 00:00:00,2025-06-04 00:00:00,layoff,permanent,Northern,Kincaid County,Professional Services
West Virginia,"Civil, LLC - Beckley Mechanic Shop",Beckley,15,2025-06-04 00:00:00,2025-06-04 00:00:00,layoff,permanent,Northern,Beckley County,Professional Services
West Virginia,"Civil, LLC - Falcon Facility",Van,7,2025-06-04 00:00:00,2025-06-04 00:00:00,layoff,permanent,Northern,Van County,Professional Services
West Virginia,"Civil, LLC - Page Loadout Facility",Kincaid,2,2025-06-04 00:00:00,2025-06-04 00:00:00,layoff,permanent,Northern,Kincaid County,Professional Services
West Virginia,Stella Facility,Kermit,2,2025-06-04 00:00:00,2025-06-04 00:00:00,layoff,permanent,Northern,Kermit County,Manufacturing
West Virginia,Pine Creek Facility,Omar,1,2025-06-04 00:00:00,2025-06-04 00:00:00,layoff,permanent,Northern,Omar County,Manufacturing
Georgia,"Eckerd Youth Alternatives, Inc.",Albany,240,2025-06-03 00:00:00,2025-06-03 00:00:00,closure,temporary,Northern,Dougherty,Manufacturing
Oregon,"ESS Tech, Inc.",Wilsonville,195,2025-06-03 00:00:00,2025-05-30 00:00:00,closure,temporary,Northern,Wilsonville County,Information
"Washington, D.C.","Eckerd Youth Alternatives, Inc.",Louisville,131,2025-06-03 00:00:00,2025-06-30 00:00:00,layoff,temporary,Pueblo,nan County,Manufacturing
Virginia,Old Dominion Job Corps Center,Monroe,130,2025-06-03 00:00:00,2025-06-30 00:00:00,closure,temporary,Central,Monroe County,Public Administration / Nonprofit
Iowa,Eckerd Connects,Denison,115,2025-06-03 00:00:00,2025-06-13 00:00:00,closure,temporary,Iowa Plains,Crawford,Healthcare & Social Assistance
West Virginia,Management & Training Corporation (MTC),Charleston,111,2025-06-03 00:00:00,2025-06-30 00:00:00,closure,permanent,Northern,Charleston County,Professional Services
Wisconsin,"Milwaukee Job Corps Center (Horizons Youth Services, LLC)",Milwaukee,104,2025-06-03 00:00:00,2025-06-06 00:00:00,other,temporary,Milwaukee,Milwaukee,Education
Washington,Hood Packaging Corporation,Vancouver,94,2025-06-03 00:00:00,2025-08-01 00:00:00,closure,permanent,Northern,Vancouver County,Manufacturing
California,Accelerate360 Distribution LLC,Lindsay Privado,66,2025-06-03 00:00:00,2025-08-08 00:00:00,closure,temporary,Northern,San Bernardino County,Professional Services
Florida,Eckerd Connects,Petersburg,47,2025-06-03 00:00:00,2025-06-03 00:00:00,layoff,permanent,Northern,Petersburg County,Education
California,Kaiser Foundation Hospitals - Pleasanton,Hacienda,20,2025-06-03 00:00:00,2025-06-02 00:00:00,layoff,temporary,Northern,Alameda County,Healthcare & Social Assistance
California,GTM Wholesale Liquidators DBA  Discount General Store - Warehouse,Siempre Viva,18,2025-06-03 00:00:00,2025-07-31 00:00:00,layoff,temporary,Northern,San Diego County,Wholesale Trade
California,Kaiser Foundation Hospitals - Oakland,Plaza Oakland,13,2025-06-03 00:00:00,2025-06-02 00:00:00,layoff,temporary,Northern,Alameda County,Healthcare & Social Assistance
California,"GTM Wholesale Liquidators, Inc. dba GTM Discount General Store",Lemon Grove,13,2025-06-03 00:00:00,2025-07-31 00:00:00,closure,temporary,Northern,San Diego County,Wholesale Trade
California,GTM Wholesale Liquidators dba GTM Discount General Store - Santee Store,Carlton Hills,9,2025-06-03 00:00:00,2025-07-31 00:00:00,layoff,temporary,Northern,San Diego County,Wholesale Trade
California,"GTM Wholesale Liquidators, Inc. dba GTM Discount General Store - Chula Vista Store",Ca,9,2025-06-03 00:00:00,2025-07-31 00:00:00,layoff,temporary,Northern,San Diego County,Wholesale Trade
Illinois,"Nordstrom Credit, Inc.",Multiple,7,2025-06-03 00:00:00,2025-08-16 00:00:00,layoff,permanent,Northeast 4,"Lake, Cook, Will",Finance & Insurance
California,Kaiser Foundation Hospitals - 99 S Oakland Ave,Oakland,5,2025-06-03 00:00:00,2025-06-02 00:00:00,layoff,temporary,Northern,Los Angeles County,Healthcare & Social Assistance
California,Kaiser Foundation Hospitals - Berkeley,Second,4,2025-06-03 00:00:00,2025-06-02 00:00:00,layoff,temporary,Northern,Alameda County,Healthcare & Social Assistance
California,Kaiser Foundation Hospitals - 393 E. Walnut,Walnut,2,2025-06-03 00:00:00,2025-06-02 00:00:00,layoff,temporary,Northern,Los Angeles County,Healthcare & Social Assistance
California,Kaiser Foundation Hospitals - 75 Fair Oaks Ave.,Fair Oaks,2,2025-06-03 00:00:00,2025-06-02 00:00:00,layoff,temporary,Northern,Los Angeles County,Healthcare & Social Assistance
California,Kaiser Foundation - Fremont,Paseo Padre,1,2025-06-03 00:00:00,2025-06-02 00:00:00,layoff,temporary,Northern,Alameda County,Healthcare & Social Assistance
California,Kaiser Foundation Hospitals - Harbor City,Vermont,1,2025-06-03 00:00:00,2025-06-02 00:00:00,layoff,temporary,Northern,Los Angeles County,Healthcare & Social Assistance
California,Kaiser Foundation Hospitals - 74 N. Pasadena,Pasadena,1,2025-06-03 00:00:00,2025-06-02 00:00:00,layoff,temporary,Northern,Los Angeles County,Healthcare & Social Assistance
California,Kaiser Foundation Hospitals - Yorba Linda,Savi Ranch,1,2025-06-03 00:00:00,2025-06-02 00:00:00,layoff,temporary,Northern,Orange County,Healthcare & Social Assistance
California,Kaiser Foundation Hospitals - Irvine,Alton,1,2025-06-03 00:00:00,2025-06-02 00:00:00,layoff,temporary,Northern,Orange County,Healthcare & Social Assistance
California,Kaiser Foundation Hospitals - Roseville,Eureka,1,2025-06-03 00:00:00,2025-06-02 00:00:00,layoff,temporary,Northern,Placer County,Healthcare & Social Assistance
California,Kaiser Foundation Hospitals - San Diego,San Diego,1,2025-06-03 00:00:00,2025-06-02 00:00:00,layoff,temporary,Northern,San Diego County,Healthcare & Social Assistance
California,Kaiser Foundation Hospitals - San Francisco,Geary,1,2025-06-03 00:00:00,2025-06-02 00:00:00,layoff,temporary,Northern,San Francisco County,Healthcare & Social Assistance
California,Kaiser Foundation Hospitals - Vallejo,Sereno,1,2025-06-03 00:00:00,2025-06-02 00:00:00,layoff,temporary,Northern,Solano County,Healthcare & Social Assistance
Nevada,Amazon,Reno,325,2025-06-02 00:00:00,2025-08-02 00:00:00,closure,permanent,Northern,Washoe,Transportation & Warehousing
Washington,Microsoft,Redmond,305,2025-06-02 00:00:00,2025-08-01 00:00:00,layoff,permanent,Northern,Redmond County,Information
Illinois,Momence Packing Company,Momence,274,2025-06-02 00:00:00,2025-08-01 00:00:00,closure,permanent,Northeast 4,Kankakee,Manufacturing
West Virginia,Itmann Mining Company,Itmann,234,2025-06-02 00:00:00,2025-08-04 00:00:00,layoff,permanent,Northern,Itmann County,"Mining, Quarrying, and Oil & Gas Extraction"
Florida,Exceed LLC,Petersburg,119,2025-06-02 00:00:00,2025-06-02 00:00:00,layoff,permanent,Northern,Petersburg County,Professional Services
Mississippi,Finch Henry Job Corp Center/Education & Training Resources,Batesville,113,2025-06-02 00:00:00,2025-06-11 00:00:00,closure,temporary,Delta,Panola,Education
California,"All-Rite Leasing, Inc.",South Coast,111,2025-06-02 00:00:00,2025-07-29 00:00:00,closure,temporary,Northern,Orange County,Admin & Support Services
Ohio,"Morgan Truck Body, LLC",Orrville,110,2025-06-02 00:00:00,2025-08-01 00:00:00,layoff,permanent,Northern,Wayne,Professional Services
Florida,Stephens Distributing Company,Lauderdale,110,2025-06-02 00:00:00,2025-06-02 00:00:00,closure,permanent,Northern,Lauderdale County,Transportation & Warehousing
Alaska,"Chugach Training & Educational Solutions, LLC (CTESL)",Palmer,110,2025-06-02 00:00:00,2025-06-30 00:00:00,layoff,temporary,Northern,Palmer County,Educational Services
South Carolina,"CACI, Inc.",Sumter,109,2025-06-02 00:00:00,2025-06-02 00:00:00,layoff,permanent,Northern,Sumter,Manufacturing
Hawaii,Management & Training Corporation (Hawaii Job Corps Center),Waimanalo,101,2025-06-02 00:00:00,2025-06-30 00:00:00,layoff,permanent,Northern,Waimanalo County,Professional Services
Ohio,"Chugach Training & Educations Solutions, LLC",Cleveland,95,2025-06-02 00:00:00,2025-06-30 00:00:00,layoff,permanent,Northern,Cuyahoga,Educational Services
California,"Central Valley Training Center, Inc.",Eleventh,63,2025-06-02 00:00:00,2025-08-01 00:00:00,closure,temporary,Northern,Fresno County,Healthcare & Social Assistance
Maryland,"DAI Global, LLC",Bethesda,62,2025-06-02 00:00:00,2025-08-01 00:00:00,layoff,temporary,Montgomery County,Bethesda County,Professional Services
North Carolina,Health Alliance Medical Plans,Pines,50,2025-06-02 00:00:00,2025-07-08 00:00:00,layoff,permanent,Northern,Moore,Healthcare
California,Menzies Aviation,World,46,2025-06-02 00:00:00,2025-07-31 00:00:00,layoff,temporary,Northern,Los Angeles County,Transportation & Warehousing
California,Microsoft - 1045,Mountain View,7,2025-06-02 00:00:00,2025-08-01 00:00:00,layoff,temporary,Northern,Santa Clara County,Information
California,JAI's Inc.,Santa Teresa,7,2025-06-02 00:00:00,2025-07-31 00:00:00,closure,temporary,Northern,Santa Clara County,Wholesale Trade
North Carolina,Nordstrom,Co,5,2025-06-02 00:00:00,2025-08-16 00:00:00,layoff,permanent,Northern,Co County,Retail Trade
Maryland,American Institutes of Research (AIR),Rockville,4,2025-06-02 00:00:00,2025-07-07 00:00:00,layoff,temporary,Montgomery County,Rockville County,Professional Services
Ohio,"INOAC Exterior Systems, LLC",Fremont,2,2025-06-02 00:00:00,2025-07-29 00:00:00,layoff,permanent,Northern,Sandusky,Professional Services
California,Microsoft - 445 & 455,North Mary,1,2025-06-02 00:00:00,2025-08-01 00:00:00,layoff,temporary,Northern,Santa Clara County,Information
California,Cruise LLC,Bryant,1,2025-06-02 00:00:00,2025-05-30 00:00:00,layoff,temporary,Northern,San Francisco County,Transportation & Warehousing
Pennsylvania,"Natural Foods, Inc.",Schnecksville,716,2025-06-01 00:00:00,2025-06-01 00:00:00,layoff,temporary,Northern,Lehigh,Manufacturing
Pennsylvania,"IG Design Group Americas, Inc.",Berwick,380,2025-06-01 00:00:00,2025-08-26 00:00:00,closure,temporary,South Central,Columbia,Manufacturing
Pennsylvania,"Tyson Warehousing Services, LLC",Pottsville,314,2025-06-01 00:00:00,2025-08-15 00:00:00,layoff,temporary,Northern,Schuylkill,Professional Services
Pennsylvania,Pittsburgh Job Corps Center,Pittsburgh,180,2025-06-01 00:00:00,2025-06-01 00:00:00,closure,temporary,Northern,Allegheny,Public Administration / Nonprofit
Minnesota,J & E Comapnies,Lakeville,145,2025-06-01 00:00:00,2025-06-02 00:00:00,closure,temporary,Northern,Lakeville County,Other Services
Pennsylvania,"Compass Group USA, Inc.",Philadelphia,110,2025-06-01 00:00:00,2025-08-09 00:00:00,closure,temporary,Northern,Philadelphia,Manufacturing
Pennsylvania,"PPG Industries, Inc.",Elverson,82,2025-06-01 00:00:00,2025-06-01 00:00:00,closure,temporary,Northern,Chester,Manufacturing
Pennsylvania,"Internation Timber and Veneer, L.C.",Center,81,2025-06-01 00:00:00,2025-08-18 00:00:00,closure,temporary,Northern,Mercer,Manufacturing
Pennsylvania,Del Frisco's Grille,Philadelphia,51,2025-06-01 00:00:00,2025-06-01 00:00:00,closure,temporary,Northern,Philadelphia,Accommodation & Food Services
Pennsylvania,"Weaber, Inc.",Titusville,46,2025-06-01 00:00:00,2025-06-01 00:00:00,closure,temporary,Iowa Plains,Crawford,Manufacturing
Minnesota,Children's Country Day School,Heights,19,2025-06-01 00:00:00,2025-09-01 00:00:00,closure,temporary,Prince George's,Heights County,Education
Pennsylvania,Tmunity Therapeutics,Philadelphia,14,2025-06-01 00:00:00,2025-06-01 00:00:00,closure,temporary,Northern,Philadelphia,Healthcare & Social Assistance
Minnesota,Edwards Dessert Kitchen,Plymouth,14,2025-06-01 00:00:00,2025-06-29 00:00:00,closure,temporary,Northern,Plymouth County,Manufacturing
Minnesota,At Home,Rochester,10,2025-06-01 00:00:00,2025-09-30 00:00:00,closure,temporary,Northern,Rochester County,Retail
Minnesota,OfficeMax,Eagan,9,2025-06-01 00:00:00,2025-06-30 00:00:00,closure,temporary,Northern,Eagan County,Retail
Minnesota,Children's Center Montessori,Paul,3,2025-06-01 00:00:00,2025-06-30 00:00:00,closure,temporary,Northern,Paul County,Education
Minnesota,Dan Kelly's Pub,Minneapolis,1,2025-06-01 00:00:00,2025-05-31 00:00:00,closure,temporary,Northern,Minneapolis County,Accommodation & Food Services
Minnesota,Treadle Yard Goods,Paul,1,2025-06-01 00:00:00,2025-05-31 00:00:00,closure,temporary,Northern,Paul County,Other Services
Minnesota,Schmitt's Stride Rite,Rochester,1,2025-06-01 00:00:00,2025-07-01 00:00:00,closure,temporary,Northern,Rochester County,Retail
Minnesota,Running Room,Edmonton,1,2025-06-01 00:00:00,2025-06-22 00:00:00,closure,temporary,Northern,Edmonton County,Retail
Mississippi,iQor Holding US LCC,Meridian,50,2025-05-31 00:00:00,2025-06-23 00:00:00,layoff,temporary,Twin Districts,Lauderdale,Manufacturing
Tennessee,"Bridgestone Americas Tire Operations, LLC",Lavergne,658,2025-05-30 00:00:00,2025-05-30 00:00:00,closure,permanent,Northern,Rutherford,Professional Services
Washington,LifeSkills Connection Inc.,Woolley,119,2025-05-30 00:00:00,2025-06-30 00:00:00,closure,permanent,Northern,Woolley County,Manufacturing
California,Walmart,Cherry,106,2025-05-30 00:00:00,2025-08-22 00:00:00,layoff,temporary,Northern,San Mateo County,Wholesale Trade
Ohio,"INEOS ABS USA, LLC",Addyston,82,2025-05-30 00:00:00,2025-05-30 00:00:00,closure,permanent,Northern,Hamilton,Professional Services
